index,company,category,training/test,description
96,日本ＳＥ株式会社,IT,training, 製造業 小売 卸売業 サービス業 産業 分野 システム 構築 設計 開発 運用 保守 行く いる 会社 中央省庁
97,株式会社アルファネット,IT,training, IT インフラ 基盤 構築 サイバーセキュリティ 対策 通信 ネットワーク 構築 ネットワーク 上 物理的 工事 等 *
98,株式会社アルファネット,IT,training, サーバー 構築 DESKTOP 仮想化 導入 IT インフラ 基盤 構築 手掛ける サイバーセキュリティ 対策 監視カメラ 導入 物理 セキュリティ対策 セキュリティ 事業
99,アドソル日進株式会社,IT,training, 社会インフラ 事業 エネルギー 分野 交通 運輸 分野 社会インフラ システム インテグレーション サービス 提供 する いる 主 サービス 地理情報システム システム 監視 ソリューション お呼び 総合 防災 情報システム 構築 ソリューション 電力 発電 プラント 監視 制御システム ソリューション エネルギー モニタリングシステム 取り扱う *
100,株式会社サイプレス・ソリューションズ,IT,training, 受注管理 等 システム開発 ネットワーク 設計 インフラ 構築 運用 等 顧客 サポート 業務 手掛ける OA機器 操作 業務 各種 事務 通訳 等 *
101,株式会社エスアイイー,IT,training, ネットワーク 講座 プログラミング 講座 展開 する IT スクール システムアーキテクチュアナレッジ 運営 手掛ける いる
102,フィット産業株式会社,IT,training, コンサルティング 通す 顧客 企業 システム IT インフラ 設計 お呼び 導入 サポート する 事務 系 アプリケーションソフト 流通 cis
103,ＤＩＲインフォメーションシステムズ株式会社,IT,training, 大和証券グループ 一社 大和証券グループ 会社 はじめ 金融機関 通信 会社 システム 受託 開発 お呼び 企画 提案 設計 一貫 する 実施 する いる
104,株式会社ＫＹＯＳＯ,IT,training, IT 関連 コンサルティング アプリケーション 開発 運用 インフラ 構築 並び 保守 行う 主 IT
105,旭陽電気株式会社,IT,training, エッチング 装置 葉成 膜 装置 * 装置 お呼び ダイボンダ 装置 製造 実績 ある 水道 料金 公営企業
106,チームラボ株式会社,IT,training, Webサイト システム設計 インフラ 構築 お呼び 企業ブランディング 手掛ける アプリ開発
107,Ｃｏｌｔテクノロジーサービス株式会社,IT,training, CLOUD 介す ネットワーク * IQ * 中心 する ICT インフラ サービス 企業 向け 提供 する いる 主 データ
108,日立水戸エンジニアリング株式会社,IT,training, 日立グループ 一員 エレベーター エスカレーター 企画 設計 行う 電子 連動装置 運転 保安 システム インバー
109,株式会社信興テクノミスト,IT,training, システム 構築 開発 お呼び 運用 行う 自社開発 ソフトウェア 販売 セキュリティ サービス コンシューマ 向け アプリ開発 手掛ける 人 *
110,テクノブレイブ株式会社,IT,training, システム設計 サーバー インフラ 基盤 全体 設計 構築 行う いる ITサービスマネジメント エン
111,三谷産業株式会社,IT,training, 無機化学 品 有機化学 品 機能性素材 医 農薬 中間体 医薬品 薬 等 製造 販売 する 空調設備 給排水 衛生 設備 消防 防災 設備 設計 施工 手掛ける 加える オリジナル グループウェア POWER EGG よう 業務効率化 システム 開発 お呼び 販売 手掛ける いる その他 プラスチック 成形 品 *
112,株式会社ＮＴＴデータ・エマーズ,IT,training, システム 構築 開発 手掛ける おる 業務 分析 導入 支援 管理 保守 行う 主 金融機関 流通業 お呼び サービス業 製造業 並び 官公庁 向け シ ステ
113,さくらインターネット株式会社,IT,training, 通信機器 類 自由 設置 できる スペース インターネット接続 必要 回線 電源 貸与 行う ハウジングサービス 提供 する ホスティングサービス 物理 サーバ さくらの 専用 サーバ 専用 利用 する サービス 提供 行う 他 レンタルサーバ サービス サーバ レンタル 関連 する メンテナンス 業務 代行 する サービス
114,アイ・イー・シー株式会社,IT,training, システム設計 ソフトウェア開発 主 業務 する おる ETC 監視 システム 血液 自動 分析 装置 ソフト 開発 行う いる 発 変電設備 保護 装置
115,アイシン・インフォテックス株式会社,IT,training, アイシングループ IT 業務 担う おる 会社 工場 システム 共有 化 セキュリティ対策 手掛ける 原材料 部品調達
116,株式会社メガ,IT,training, 不動産 物件 仲介 オフィス * 店舗 構築 サポート 並び インターネットサービス 等 システム 構築 お呼び 運用 サポート 手掛ける オフィス用品 パ
117,株式会社エヌ・ティ・ティ・データ・エンジニアリングシステムズ,IT,training, 製造業 中心 する 顧客 SI 提案 システム 構築 行う いる その他 3次元 CAD CAM CAE 製造業 システム
118,コベルコソフトサービス株式会社,IT,training, コベルコシステム グループ会社 Web CAD システム開発 お呼び 運用 手掛ける いる コンピュータ
119,株式会社フューチャーイン,IT,training, 民間企業 自治体 学校 様々 業種 向け システム開発 手掛ける 勤怠 管理 会計 システム 開発 する いる 顧客 ニーズ 合わせる SiS
120,三和コンピュータ株式会社,IT,training, ゴルフ場 予約 清算 お呼び 顧客管理 等 行う * ほか ホテル 基幹 システム * 等 業務改善 システム 開発 お呼び 販売 手掛ける 企業年金
121,パシフィックシステム株式会社,IT,training, 製造業 流通業 金融業 向け 検査 装置 システム 開発 手掛ける 主 製品 周囲 外観 検査 センサー 有機EL照明 検査 装置 検査 装置 営業 支援 システム * CROWD 顧客管理 システム * for * 挙げる られる データ 連携 ミドルウェア ASTERIA WA
122,ＮＳＳＬＣサービス株式会社,IT,training, IT アウトソーシング サービス * CROWD サービス IT エンジニアリング 等 提供 行う IT インフラ
123,テックスエンジソリューションズ株式会社,IT,training, 製造業 はじめ 金融 医療 幅広い 分野 対応 する いる System Integrator システム 導入 コンサルティング システム
124,株式会社インフォセンス,IT,training, 物流システム 新設 構築 計画 事前 検証 行う * 発見 型 * ツール * 等 業務 分析 * サービス 導入 行う いる 他 人事 給
125,ケー・イー・エルテクニカルサービス株式会社,IT,training, サーバー ストレージ ネットワーク 設計 構築 お呼び 導入 後 保守 手掛ける
126,株式会社ＮＥＸＣＯシステムズ,IT,training, NEXCO グループ 高速道路 交通量 料金 関係 計数 管理 システム 開発 運用 手掛ける NEXCO グループ 情報システム 基
127,富士通エフサス・カスタマサービス株式会社,IT,training, システム 設計 構築 導入 メンテナンス 等 運用 サービス 提供 行う オープンシステム ATM CD 等 金融機関 向け システム 加
128,株式会社ライオン事務器,IT,training, デスク パーテーション オフィス家具 製造 お呼び 卸売 行う 文具 事務用品 製造 手掛ける その他 LAN 構築 オフィス
129,株式会社メルカードテクノ開発,IT,training, 組み込み 系 含む ソフトウェア 受託 開発 主 行く おる ソフトウェア 製品 開発 販売 手掛ける いる 業績 管理 財務 管理 各種 管
130,コンピューターサイエンス株式会社,IT,training, IT サービス 関連 事業 展開 する いる IT システム インフラ 構築 システム開発 事業 他 セキュリティー サービス 請け負う いる *
131,ほくでん情報テクノロジー株式会社,IT,training, 北海道電力 グループ グループ会社 一つ 主 グループ会社 基幹 業務 システム 全社 ネットワーク システム 構築 お呼び 運用 行う IT 教育 *
132,株式会社ミウラ,IT,training, ネットワーク 構築 システム開発 ICT ソリューション はじめ する 企業 課題解決 ため ソリューション 提供 する 画像診断 装置 メディカル
